chr	cell	z	score	p	p.adj	monosomy
lateICME7.2852	21	E7.19.1569	3.4518851251959	1.50415791895181	0.000633989536696627	0.0160657644817716	FALSE
lateICME7.2885	11	E7.2.139	4.68090038981166	1.34380312271669	4.27540871575073e-06	0.00026353465255105	FALSE
lateICME7.2893	19	E7.2.139	5.43416869084509	1.62287006015985	1.11575903429748e-07	1.10638019024107e-05	FALSE
lateICME7.2895	20	E7.2.139	4.22836667462629	1.21311283194725	3.10142921374393e-05	0.00140529660135337	FALSE
lateICME7.2902	7	E7.2.139	4.32975905712039	1.22500617914813	2.01756188877007e-05	0.00104576957901249	FALSE
lateICME7.2907	11	E7.2.141	7.28240006520967	1.53254438575185	2.72376752520119e-12	9.31800870371326e-10	FALSE
lateICME7.2912	16	E7.2.141	3.91157164279589	1.25109559682642	0.000112714761316217	0.00407698832829667	FALSE
lateICME7.2913	17	E7.2.141	3.04631527955982	1.21594913156538	0.00251569075303686	0.0458996163527418	FALSE
lateICME7.2915	19	E7.2.141	6.06600528734479	1.69572564607182	3.81516578413326e-09	5.67464441196516e-07	FALSE
lateICME7.2917	20	E7.2.141	4.32029674345928	1.21798860306512	2.10089106518841e-05	0.00107270870656859	FALSE
lateICME7.2919	22	E7.2.141	3.14313951148103	1.35710243266292	0.00183313953427884	0.0357331643690479	FALSE
lateICME7.2929	11	E7.2.142	4.0878695887252	1.30077817696163	5.5517709389961e-05	0.00231617175393972	FALSE
lateICME7.2951	11	E7.2.144	4.22549618151286	1.31076311649309	3.13903970614885e-05	0.00141298089930726	FALSE
lateICME7.2956	16	E7.2.144	4.17423330048314	1.26926027298238	3.88870072975065e-05	0.00170554425595858	FALSE
lateICME7.2957	17	E7.2.144	3.06890310930218	1.21760874381855	0.00233827509462136	0.04359258364414	FALSE
lateICME7.2959	19	E7.2.144	3.78827660915641	1.43308613085976	0.000182204593427006	0.00599347994340181	FALSE
lateICME7.2968	7	E7.2.144	3.99682466000335	1.20783398710323	8.02823754024995e-05	0.00305162229168834	FALSE
lateICME7.3021	15	E7.2.147	11.6469657215605	1.68755775713058	3.00470422442502e-26	4.1116372607032e-23	FALSE
lateICME7.3024	18	E7.2.147	2.79467877634183	1.28464875611782	0.00551884193922707	0.083171622352845	FALSE
lateICME7.3028	21	E7.2.147	-4.55297532262961	0.375031399930813	7.60870426525599e-06	0.000446260407304169	TRUE
lateICME7.3033	6	E7.2.147	10.3097202173133	1.97347233317914	1.26771903174074e-21	1.44562226919502e-18	FALSE
lateICME7.3034	7	E7.2.147	5.30816537606908	1.27547071916687	2.11438105006577e-07	1.903499361125e-05	FALSE
lateICME7.3035	8	E7.2.147	4.07349718331561	1.48011184541353	5.8872405358367e-05	0.00239764879441635	FALSE
lateICME7.3039	11	E7.2.148	4.11613557422777	1.30282890095562	4.9443548214198e-05	0.00207541568638983	FALSE
lateICME7.3045	17	E7.2.148	3.51834832420618	1.25063116316075	0.000499236728407634	0.0134434127055012	FALSE
lateICME7.3047	19	E7.2.148	4.79589332198073	1.54927203461114	2.51923880735659e-06	0.000161090017943307	FALSE
lateICME7.3060	10	E7.2.149	-12.8374604045765	0.259653369266522	1.53091924091575e-30	2.61863736158639e-27	TRUE
lateICME7.3061	11	E7.2.149	7.12022175096884	1.52077819559768	7.54607077986941e-12	2.34682801253939e-09	FALSE
lateICME7.3065	15	E7.2.149	-4.15610504260315	0.756026236833239	4.19253686686952e-05	0.00180410926057367	TRUE
lateICME7.3066	16	E7.2.149	-4.02773225082953	0.702043689512369	7.08868041229568e-05	0.00278739950465098	TRUE
lateICME7.3067	17	E7.2.149	-7.22264668157459	0.461450125135538	3.97201007457018e-12	1.29411871096234e-09	TRUE
lateICME7.3073	22	E7.2.149	-3.1022776114326	0.638689170812626	0.00209712828347873	0.0398483058210246	TRUE
lateICME7.3074	3	E7.2.149	-6.83895710283403	0.683892249551398	4.25549726310539e-11	1.004003871523e-08	TRUE
